Severity,Captions
,"Representative CT images (A, B) of COVID-19 pneumonia manifesting as radiograph-negative multiple patchy to nodular mixed ground-glass opacities and consolidations. A. Axial chest CT image shows ill-defined mixed ground-glass opacities and consolidative lesions with patchy and elongated shape (arrows) touching pleura in superior segment of right lower lobe. B. Axial chest CT image shows ill- defined part-solid nodules (arrows; mixed ground-glass opacities and solid nodules) along bronchovascular bundles in posterior segment of right upper lobe. "
,"Representative CT images (A, B) of COVID-19 pneumonia manifesting as radiograph-negative multiple patchy to nodular mixed ground-glass opacities and consolidations. A. Axial chest CT image shows ill-defined mixed ground-glass opacities and consolidative lesions with patchy and elongated shape (arrows) touching pleura in superior segment of right lower lobe. B. Axial chest CT image shows ill- defined part-solid nodules (arrows; mixed ground-glass opacities and solid nodules) along bronchovascular bundles in posterior segment of right upper lobe. "
,40-year-old female patient with Coronavirus disease 2019 pneumonia.
,40-year-old female patient with Coronavirus disease 2019 pneumonia.
,40-year-old female patient with Coronavirus disease 2019 pneumonia.
,40-year-old female patient with Coronavirus disease 2019 pneumonia.
,40-year-old female patient with Coronavirus disease 2019 pneumonia.
,"Chest CT images of case 2. (A) CT imaging obtained from case 2 on January 28, 2020 shows consolidation shadow in the left lung on illness day 3. (B) Image taken on February 6, 2020 shows the absorption of consolidation shadow after SHL treatment from January 28. "
,"Chest CT images of case 2. (A) CT imaging obtained from case 2 on January 28, 2020 shows consolidation shadow in the left lung on illness day 3. (B) Image taken on February 6, 2020 shows the absorption of consolidation shadow after SHL treatment from January 28. "
,"Chest CT images of case 3. (A) CT imaging obtained from case 3 on January 28, 2020 shows ground glass opacity in the left lung on illness day 3. (B) Image taken on February 7, 2020 shows the absorption of ground glass opacity after SHL treatment from January 28. "
,"Chest CT images of case 3. (A) CT imaging obtained from case 3 on January 28, 2020 shows ground glass opacity in the left lung on illness day 3. (B) Image taken on February 7, 2020 shows the absorption of ground glass opacity after SHL treatment from January 28. "
,"Figure 2: Representative images of the thoracic CT scans showing multifocal ground-glass changes in the lungs of patient 1 (A), patient 2 (B), patient 3 (C), and patient 5 (D) "
,"Figure 2: Representative images of the thoracic CT scans showing multifocal ground-glass changes in the lungs of patient 1 (A), patient 2 (B), patient 3 (C), and patient 5 (D) "
,"Figure 2: Representative images of the thoracic CT scans showing multifocal ground-glass changes in the lungs of patient 1 (A), patient 2 (B), patient 3 (C), and patient 5 (D) "
,"Figure 2: Representative images of the thoracic CT scans showing multifocal ground-glass changes in the lungs of patient 1 (A), patient 2 (B), patient 3 (C), and patient 5 (D) "
,"Case 3: chest CT obtained on Jan 1 (3A) showed mass shadows of high density in both lungs. Bright bronchogram is seen in the lung tissue area of the lesion, which is also called bronchoinflation sign. Chest CT on Jan 15 showed improved status (3B). "
,"Case 3: chest CT obtained on Jan 1 (3A) showed mass shadows of high density in both lungs. Bright bronchogram is seen in the lung tissue area of the lesion, which is also called bronchoinflation sign. Chest CT on Jan 15 showed improved status (3B). "
,
,
,
,
,
,
,
,
,
,"ChestHRCTimageson23January2020,showingmultiplepatchygroundglassopacitiesinbilateralsubpleuralareas(redarrows).HRCT,high-resolutioncomputed tomography. "
,"ChestHRCTimageson23January2020,showingmultiplepatchygroundglassopacitiesinbilateralsubpleuralareas(redarrows).HRCT,high-resolutioncomputed tomography. "
,Computed tomography of the lungs revealed mass lesions in bilateral upper lobe before anti-NTM treatment (a and b; January 2017) and remarkable absorption after 3-month anti-NTM treatment (c and d; April 2017).
,Computed tomography of the lungs revealed mass lesions in bilateral upper lobe before anti-NTM treatment (a and b; January 2017) and remarkable absorption after 3-month anti-NTM treatment (c and d; April 2017).
,Computed tomography of the lungs revealed mass lesions in bilateral upper lobe before anti-NTM treatment (a and b; January 2017) and remarkable absorption after 3-month anti-NTM treatment (c and d; April 2017).
,Computed tomography of the lungs revealed mass lesions in bilateral upper lobe before anti-NTM treatment (a and b; January 2017) and remarkable absorption after 3-month anti-NTM treatment (c and d; April 2017).
,"NTM, nontuberculous mycobacterium. "
